OverallCond,latest_contruction,TotalBsmtSF,GrLivArea,GarageArea,SalePrice,indicator
8,1994,702.0,1472,250.0,125000.0,1
5,1999,1224.0,1224,402.0,165000.0,1
7,1969,663.0,1352,299.0,158000.0,1
5,2005,728.0,1456,400.0,176000.0,1
5,2006,879.0,1863,660.0,219210.0,1
6,1950,815.0,1690,225.0,144000.0,1
5,2001,1212.0,1212,573.0,178000.0,1
5,1979,1051.0,1382,459.0,148000.0,1
5,1970,864.0,864,280.0,116050.0,1
5,1998,866.0,1779,546.0,197900.0,1
8,1997,884.0,1348,216.0,117000.0,1
5,2001,1630.0,1630,451.0,213000.0,1
6,1975,1056.0,1074,495.0,153500.0,1
7,1991,2158.0,2196,701.0,271900.0,1
4,1966,1056.0,1056,384.0,107000.0,1
5,2003,1682.0,1700,544.0,200000.0,1
7,1980,931.0,1283,506.0,140000.0,1
5,2006,1660.0,1660,500.0,290000.0,1
5,1992,1055.0,1845,462.0,189000.0,1
7,2005,559.0,1752,492.0,164000.0,1
6,1950,672.0,672,234.0,113000.0,1
9,2001,648.0,960,364.0,145000.0,1
5,1962,925.0,999,300.0,134500.0,1
5,1966,894.0,894,384.0,125000.0,1
5,1978,0.0,1902,539.0,112000.0,1
5,2009,1300.0,1314,552.0,229456.0,1
5,1950,0.0,912,0.0,80500.0,1
5,1971,672.0,1218,0.0,91500.0,1
5,1964,912.0,912,288.0,115000.0,1
5,1968,952.0,1211,322.0,134000.0,1
6,1950,1040.0,1846,315.0,143000.0,1
3,1951,2136.0,2136,528.0,137900.0,1
5,2005,788.0,1490,388.0,184000.0,1
8,1958,588.0,1138,264.0,145000.0,1
5,2007,894.0,1933,668.0,214000.0,1
8,2008,912.0,912,576.0,147000.0,1
5,2008,1702.0,1702,1052.0,367294.0,1
5,1960,1075.0,1507,404.0,127000.0,1
5,1977,1361.0,2620,600.0,190000.0,1
6,1962,1106.0,1190,540.0,132500.0,1
5,1962,0.0,1224,462.0,101800.0,1
5,1959,1188.0,1188,531.0,142000.0,1
6,1950,940.0,1964,0.0,130000.0,1
5,1950,747.0,1784,180.0,138887.0,1
5,2003,764.0,1626,474.0,175500.0,1
5,2005,847.0,1948,434.0,195000.0,1
5,2005,1141.0,1141,484.0,142500.0,1
5,2006,1476.0,1484,472.0,265900.0,1
5,2003,884.0,1768,543.0,224900.0,1
6,2007,1689.0,1689,954.0,248328.0,1
6,1974,1053.0,1173,528.0,170000.0,1
5,2006,2076.0,2076,850.0,465000.0,1
7,1950,792.0,1517,400.0,230000.0,1
7,2003,585.0,1868,477.0,178000.0,1
5,2006,756.0,1553,615.0,186500.0,1
5,1976,1012.0,1034,888.0,169900.0,1
5,1950,735.0,2058,396.0,129500.0,1
7,1950,876.0,988,276.0,119000.0,1
5,1968,2110.0,2110,522.0,244000.0,1
5,2003,1405.0,1405,478.0,171750.0,1
6,1968,864.0,874,288.0,130000.0,1
7,2003,1192.0,2167,518.0,294000.0,1
5,2004,746.0,1656,397.0,165400.0,1
6,1950,884.0,1367,560.0,127500.0,1
5,1994,1986.0,1987,691.0,301500.0,1
8,1950,864.0,864,0.0,99900.0,1
5,2005,856.0,1166,400.0,190000.0,1
8,1969,1054.0,1054,460.0,151000.0,1
5,1999,841.0,1675,502.0,181000.0,1
6,1956,1050.0,1050,338.0,128900.0,1
5,1989,1104.0,1788,304.0,161500.0,1
6,1950,764.0,1824,520.0,180500.0,1
5,1999,1405.0,1337,511.0,181000.0,1
5,1999,691.0,1452,506.0,183900.0,1
4,1950,925.0,1889,308.0,122000.0,1
5,2009,2002.0,2018,746.0,378500.0,1
9,1997,728.0,3447,1014.0,381000.0,1
5,1958,874.0,1524,315.0,144000.0,1
6,1979,1332.0,1524,586.0,260000.0,1
7,1968,1489.0,1489,462.0,185750.0,1
6,1965,935.0,935,288.0,137000.0,1
7,2006,1019.0,1357,312.0,177000.0,1
6,2003,661.0,1250,552.0,139000.0,1
5,1950,928.0,1920,400.0,137000.0,1
6,1972,723.0,1395,497.0,162000.0,1
5,1976,1680.0,1724,480.0,197900.0,1
5,2002,1128.0,2031,577.0,237000.0,1
4,1950,698.0,1128,528.0,68400.0,1
5,2002,1573.0,1573,544.0,227000.0,1
5,1990,1309.0,1339,484.0,180000.0,1
7,2008,1040.0,1040,484.0,150500.0,1
5,1971,912.0,1824,0.0,139000.0,1
7,1990,804.0,2447,336.0,169000.0,1
6,1950,780.0,1412,280.0,132500.0,1
5,1963,1328.0,1328,528.0,143000.0,1
5,1964,1624.0,1582,390.0,190000.0,1
5,2000,1501.0,1659,499.0,278000.0,1
5,2006,1085.0,1970,753.0,281000.0,1
7,1964,1152.0,1152,484.0,180500.0,1
7,1972,630.0,1302,264.0,119500.0,1
4,1965,994.0,2372,432.0,107500.0,1
5,1976,832.0,1664,528.0,162900.0,1
7,1990,864.0,864,572.0,115000.0,1
5,1968,1052.0,1052,288.0,138500.0,1
6,1963,1120.0,1128,525.0,155000.0,1
5,2006,547.0,1072,525.0,140000.0,1
5,2008,6110.0,5642,1418.0,160000.0,1
7,1994,1246.0,1246,305.0,154000.0,1
5,1999,978.0,1983,490.0,225000.0,1
7,1950,771.0,1494,213.0,177500.0,1
5,1994,1165.0,2526,844.0,290000.0,1
5,2005,1616.0,1616,834.0,232000.0,1
5,2004,976.0,1708,380.0,130000.0,1
5,2007,1652.0,1652,840.0,325000.0,1
5,2006,1368.0,1368,474.0,202500.0,1
5,1995,990.0,990,480.0,138000.0,1
7,2005,924.0,1122,528.0,147000.0,1
5,1991,1278.0,1294,496.0,179200.0,1
8,2002,1902.0,1902,567.0,335000.0,1
5,2007,1274.0,1274,508.0,203000.0,1
5,1990,1453.0,2810,750.0,302000.0,1
5,1999,1393.0,2599,779.0,333168.0,1
6,1954,948.0,948,280.0,119000.0,1
5,1969,952.0,2112,576.0,206900.0,1
5,2008,1622.0,1630,860.0,295493.0,1
5,2007,1352.0,1352,466.0,208900.0,1
5,2002,1753.0,1787,748.0,275000.0,1
5,1954,864.0,948,248.0,111000.0,1
3,1957,1478.0,1478,442.0,156500.0,1
6,1950,0.0,720,287.0,72500.0,1
5,1992,750.0,1923,564.0,190000.0,1
7,1950,420.0,708,0.0,82500.0,1
5,2007,1795.0,1795,895.0,147000.0,1
4,1950,796.0,796,0.0,55000.0,1
6,2006,544.0,774,0.0,79000.0,1
9,2008,816.0,816,264.0,130500.0,1
7,1950,1510.0,2792,520.0,256000.0,1
5,1998,935.0,1632,462.0,176500.0,1
5,2006,1588.0,1588,825.0,227000.0,1
5,1976,911.0,954,576.0,132500.0,1
6,1958,816.0,816,288.0,100000.0,1
6,1995,803.0,1360,297.0,125500.0,1
6,1970,765.0,1365,440.0,125000.0,1
5,1977,1350.0,1334,630.0,167900.0,1
5,1973,1656.0,1656,506.0,135000.0,1
4,1950,693.0,693,0.0,52500.0,1
5,2002,916.0,1861,492.0,200000.0,1
7,1972,864.0,864,288.0,128500.0,1
5,1971,858.0,872,480.0,123000.0,1
5,2004,1114.0,1114,576.0,155000.0,1
5,2002,1284.0,2169,647.0,228500.0,1
6,1950,896.0,1913,342.0,177000.0,1
5,2006,728.0,1456,440.0,155835.0,1
4,1950,960.0,960,308.0,108500.0,1
7,2003,1568.0,2156,508.0,262500.0,1
5,2007,1732.0,1776,712.0,283463.0,1
5,1998,1482.0,1494,514.0,215000.0,1
5,1987,684.0,2358,0.0,122000.0,1
5,1969,1248.0,2634,968.0,200000.0,1
6,1962,858.0,1716,490.0,171000.0,1
9,2000,698.0,1176,624.0,134900.0,1
5,1996,2033.0,3238,666.0,410000.0,1
5,2000,992.0,1865,839.0,235000.0,1
6,1992,570.0,1920,487.0,170000.0,1
5,1966,864.0,892,264.0,110000.0,1
6,2008,1078.0,1078,500.0,149900.0,1
5,2000,756.0,1573,440.0,177500.0,1
5,2005,1980.0,1980,770.0,315000.0,1
6,1998,612.0,2601,621.0,189000.0,1
5,2005,1530.0,1530,430.0,260000.0,1
4,2007,715.0,1738,368.0,104900.0,1
5,2007,616.0,1412,432.0,156932.0,1
5,2005,600.0,1200,480.0,144152.0,1
5,2000,814.0,1674,663.0,216000.0,1
5,1999,873.0,1790,588.0,193000.0,1
6,1977,757.0,1475,336.0,127000.0,1
5,2004,848.0,848,420.0,144000.0,1
5,2003,1657.0,1668,502.0,232000.0,1
6,1950,840.0,1374,338.0,105000.0,1
6,1996,992.0,1661,377.0,165500.0,1
6,1998,1108.0,2097,583.0,274300.0,1
5,2002,2633.0,2633,804.0,466500.0,1
5,2005,1026.0,1958,936.0,250000.0,1
5,2007,1571.0,1571,722.0,239000.0,1
5,1950,768.0,790,160.0,91000.0,1
5,1960,984.0,1604,660.0,117000.0,1
5,1973,483.0,987,264.0,83000.0,1
5,2007,384.0,1394,400.0,167500.0,1
3,1950,864.0,864,200.0,58500.0,1
7,1970,1205.0,2117,550.0,237500.0,1
7,1950,596.0,1762,576.0,157000.0,1
7,2007,816.0,1416,576.0,112000.0,1
5,1950,560.0,1258,280.0,105000.0,1
8,2007,796.0,1154,240.0,125500.0,1
5,1978,1392.0,2784,564.0,250000.0,1
7,1950,714.0,2526,216.0,136000.0,1
5,2007,1746.0,1746,758.0,377500.0,1
6,1950,735.0,1218,440.0,131000.0,1
5,2000,1525.0,1525,541.0,235000.0,1
5,1967,1584.0,1584,792.0,124000.0,1
5,1967,864.0,900,288.0,123000.0,1
7,2000,482.0,1912,672.0,163000.0,1
5,2006,1356.0,1500,648.0,246578.0,1
5,2006,1094.0,2482,642.0,281213.0,1
5,1950,747.0,1687,572.0,160000.0,1
8,2004,939.0,1513,180.0,137500.0,1
4,1982,1208.0,1904,240.0,138000.0,1
6,1990,976.0,1608,216.0,137450.0,1
7,1950,862.0,1158,208.0,120000.0,1
5,2004,839.0,1593,398.0,193000.0,1
5,2006,1286.0,1294,662.0,193879.0,1
5,2007,1485.0,1464,754.0,282922.0,1
4,1950,672.0,1214,936.0,105000.0,1
5,2005,1594.0,1646,482.0,275000.0,1
7,2007,768.0,768,396.0,133000.0,1
5,1985,833.0,833,0.0,112000.0,1
7,1950,622.0,1363,528.0,125500.0,1
6,1991,791.0,2093,542.0,215000.0,1
5,2001,944.0,1840,622.0,230000.0,1
8,2005,856.0,1668,271.0,140000.0,1
5,1950,0.0,1040,420.0,90000.0,1
5,2006,1844.0,1844,620.0,257000.0,1
7,2000,833.0,1848,370.0,207000.0,1
5,2007,1386.0,1569,660.0,175900.0,1
6,1950,777.0,2290,560.0,122500.0,1
5,1998,1284.0,2450,1069.0,340000.0,1
5,1963,1144.0,1144,336.0,124000.0,1
5,1969,1844.0,1844,540.0,223000.0,1
6,1968,708.0,1416,776.0,179900.0,1
5,1977,1069.0,1069,440.0,127500.0,1
5,2003,848.0,848,420.0,136500.0,1
7,1966,697.0,2201,432.0,274970.0,1
5,1983,1024.0,1344,484.0,144000.0,1
6,1959,1252.0,1252,528.0,142000.0,1
5,1994,1223.0,2127,525.0,271000.0,1
6,1950,913.0,1558,288.0,140000.0,1
7,1992,788.0,804,240.0,119000.0,1
7,1981,1440.0,1440,467.0,182900.0,1
5,2005,732.0,1838,372.0,192140.0,1
6,1976,958.0,958,440.0,143750.0,1
6,2007,656.0,968,216.0,64500.0,1
5,2000,936.0,1792,451.0,186500.0,1
5,1977,1126.0,1126,484.0,160000.0,1
9,2005,1319.0,1537,462.0,174000.0,1
6,1971,864.0,864,528.0,120500.0,1
5,2008,1932.0,1932,774.0,394617.0,1
7,1996,912.0,1236,923.0,149700.0,1
6,1979,539.0,1725,550.0,197000.0,1
7,1994,588.0,2555,672.0,191000.0,1
5,2004,848.0,848,420.0,149300.0,1
5,2008,1017.0,2007,812.0,310000.0,1
6,1950,952.0,952,192.0,121000.0,1
5,2004,1422.0,1422,626.0,179600.0,1
5,1966,814.0,913,240.0,129000.0,1
7,1962,1188.0,1188,312.0,157900.0,1
5,1996,1220.0,2090,556.0,240000.0,1
7,2000,560.0,1346,384.0,112000.0,1
7,1970,630.0,630,0.0,92000.0,1
5,1974,896.0,1792,0.0,136000.0,1
5,2009,1573.0,1578,840.0,287090.0,1
5,2005,547.0,1072,525.0,145000.0,1
5,2006,1140.0,1140,0.0,84500.0,1
5,2005,1221.0,1221,400.0,185000.0,1
5,2000,953.0,1647,460.0,175000.0,1
6,1988,1542.0,2073,500.0,210000.0,1
9,2006,1152.0,2340,252.0,266500.0,1
6,1996,1078.0,1078,240.0,142125.0,1
6,1965,1256.0,1256,276.0,147500.0,1
6,1961,882.0,896,730.0,,0
6,1958,1329.0,1329,312.0,,0
5,1998,928.0,1629,482.0,,0
6,1998,926.0,1604,470.0,,0
5,1992,1280.0,1280,506.0,,0
5,1994,763.0,1655,440.0,,0
7,2007,1168.0,1187,420.0,,0
5,1998,789.0,1465,393.0,,0
5,1990,1300.0,1341,506.0,,0
5,1970,882.0,882,525.0,,0
5,1999,1405.0,1337,511.0,,0
5,1971,483.0,987,264.0,,0
5,1971,525.0,1092,320.0,,0
6,1975,855.0,1456,440.0,,0
6,1975,836.0,836,308.0,,0
5,2010,1590.0,2334,751.0,,0
5,2010,1544.0,1544,868.0,,0
5,2005,1698.0,1698,730.0,,0
5,2006,1822.0,1822,678.0,,0
5,2004,2846.0,2696,958.0,,0
5,2002,1671.0,2250,756.0,,0
5,2006,1370.0,1370,484.0,,0
5,2005,1324.0,1324,430.0,,0
5,2006,1145.0,1145,437.0,,0
5,2004,384.0,1374,400.0,,0
5,2004,847.0,1733,433.0,,0
5,1998,1629.0,2475,962.0,,0
5,2006,1595.0,1595,880.0,,0
5,2010,1218.0,1218,676.0,,0
5,2005,1468.0,1468,528.0,,0
5,2004,831.0,1659,484.0,,0
5,1950,816.0,1012,429.0,,0
6,2002,1208.0,1494,461.0,,0
5,1993,1231.0,2349,762.0,,0
5,1993,1390.0,2225,713.0,,0
5,2005,1488.0,1488,506.0,,0
5,2004,840.0,1680,588.0,,0
5,2004,600.0,1200,480.0,,0
5,2005,600.0,1200,480.0,,0
5,2005,600.0,1236,480.0,,0
5,2000,756.0,1512,440.0,,0
5,2003,530.0,1080,496.0,,0
5,2010,1642.0,1418,852.0,,0
5,2000,975.0,1848,592.0,,0
5,2002,1492.0,1492,596.0,,0
6,1967,1829.0,1829,535.0,,0
5,1993,1280.0,2495,660.0,,0
5,1978,1224.0,1891,678.0,,0
6,1971,715.0,1645,441.0,,0
5,1966,1232.0,1232,490.0,,0
5,1966,1209.0,1209,504.0,,0
6,1967,1510.0,1510,517.0,,0
5,1964,533.0,1775,480.0,,0
6,2001,1728.0,1728,0.0,,0
7,2002,1140.0,2461,400.0,,0
6,1950,782.0,1556,470.0,,0
8,2008,1080.0,1128,315.0,,0
5,1958,1604.0,1604,576.0,,0
5,2009,1480.0,1480,620.0,,0
5,1959,1143.0,1143,308.0,,0
5,1959,1206.0,1206,312.0,,0
5,1959,1244.0,1580,440.0,,0
5,1956,832.0,1337,263.0,,0
7,1952,864.0,1064,318.0,,0
6,1955,972.0,972,305.0,,0
5,1958,988.0,988,264.0,,0
7,1994,576.0,985,676.0,,0
8,2004,816.0,1224,280.0,,0
6,1960,1175.0,1175,484.0,,0
7,1984,1395.0,1395,440.0,,0
5,1954,709.0,1844,240.0,,0
7,1950,936.0,936,0.0,,0
7,1957,1347.0,1347,551.0,,0
7,2000,827.0,1251,240.0,,0
7,2009,1027.0,1633,240.0,,0
6,1962,1008.0,1245,315.0,,0
2,1970,678.0,832,780.0,,0
9,2003,930.0,1566,288.0,,0
9,2002,346.0,2268,624.0,,0
3,1950,840.0,2256,0.0,,0
7,1994,738.0,1470,624.0,,0
6,1997,988.0,1612,363.0,,0
7,2005,1108.0,2068,315.0,,0
7,1950,765.0,765,200.0,,0
7,1950,608.0,1132,240.0,,0
6,1950,572.0,1196,576.0,,0
6,1950,835.0,1453,240.0,,0
7,1950,780.0,1416,312.0,,0
7,1980,528.0,1040,624.0,,0
5,1950,928.0,1536,480.0,,0
5,1950,1124.0,1068,288.0,,0
5,1950,888.0,1962,572.0,,0
8,2009,780.0,1560,0.0,,0
8,1993,662.0,1324,180.0,,0
5,1959,1422.0,1675,365.0,,0
3,1950,689.0,1224,180.0,,0
4,1950,1212.0,1392,0.0,,0
5,1950,600.0,919,231.0,,0
1,1950,707.0,1884,0.0,,0
7,1950,856.0,1680,450.0,,0
3,1967,1832.0,1832,0.0,,0
7,2008,864.0,892,416.0,,0
5,1968,864.0,864,280.0,,0
5,1978,1319.0,1373,591.0,,0
5,1968,720.0,1440,480.0,,0
7,2001,1420.0,1483,690.0,,0
4,1950,660.0,756,440.0,,0
5,1992,1117.0,1981,522.0,,0
4,1990,972.0,1610,480.0,,0
7,1987,663.0,1074,467.0,,0
6,1979,756.0,1531,209.0,,0
7,1998,1172.0,1172,366.0,,0
5,2010,1508.0,1508,572.0,,0
3,1964,1250.0,1298,504.0,,0
5,1987,1433.0,1433,528.0,,0
7,1993,946.0,1802,1017.0,,0
5,2010,1222.0,1222,615.0,,0
8,1993,676.0,1445,484.0,,0
5,1996,870.0,965,580.0,,0
5,1998,878.0,1692,513.0,,0
8,2004,1026.0,1026,308.0,,0
6,1972,876.0,876,484.0,,0
5,2003,1978.0,1978,850.0,,0
5,1997,1040.0,2098,621.0,,0
5,2003,848.0,848,420.0,,0
6,2007,0.0,640,240.0,,0
6,1954,381.0,992,319.0,,0
6,1968,1196.0,1196,336.0,,0
5,1950,744.0,1120,480.0,,0
6,1975,1008.0,1096,352.0,,0
5,1958,960.0,960,0.0,,0
6,1999,1107.0,1296,260.0,,0
6,1950,856.0,856,399.0,,0
6,1967,0.0,2650,0.0,,0
2,1950,894.0,1666,0.0,,0
6,1985,1528.0,2133,312.0,,0
6,1991,1032.0,2177,484.0,,0
6,2007,423.0,1652,473.0,,0
6,1989,982.0,1034,598.0,,0
5,1989,1191.0,1191,531.0,,0
5,1950,480.0,540,200.0,,0
5,1975,629.0,1107,625.0,,0
7,1950,756.0,952,330.0,,0
5,2005,1594.0,1646,525.0,,0
5,1999,1049.0,1916,741.0,,0
7,1977,1243.0,1285,473.0,,0
5,1976,1958.0,2048,776.0,,0
5,2008,1336.0,1346,660.0,,0
5,2010,1214.0,1214,520.0,,0
5,2007,384.0,1444,400.0,,0
5,1977,1068.0,1264,528.0,,0
5,2005,1430.0,1430,624.0,,0
5,1999,1344.0,1344,686.0,,0
6,1973,945.0,945,253.0,,0
7,1970,546.0,1092,0.0,,0
4,1970,546.0,1092,0.0,,0
6,1972,546.0,1092,286.0,,0
7,2004,864.0,874,352.0,,0
7,1984,833.0,833,495.0,,0
2,1986,1216.0,2432,616.0,,0
5,1991,624.0,1274,576.0,,0
5,1969,864.0,1479,275.0,,0
5,1995,1679.0,1803,482.0,,0
5,1994,1152.0,1797,616.0,,0
5,1956,882.0,882,502.0,,0
5,1974,1434.0,1434,528.0,,0
5,1997,945.0,1608,470.0,,0
5,2003,1008.0,2283,632.0,,0
5,1997,384.0,1628,390.0,,0
5,2005,2208.0,2522,564.0,,0
5,1998,1418.0,1478,495.0,,0
5,1996,1587.0,1734,528.0,,0
5,1998,384.0,1382,396.0,,0
5,1999,952.0,1636,440.0,,0
5,1995,707.0,1516,409.0,,0
5,1993,1181.0,1190,430.0,,0
6,1977,1122.0,1934,567.0,,0
6,1978,832.0,2050,529.0,,0
6,1986,1427.0,1671,484.0,,0
7,1991,1043.0,2673,441.0,,0
5,1998,1140.0,1707,479.0,,0
5,2003,926.0,1884,581.0,,0
5,2001,1058.0,1874,588.0,,0
5,2002,972.0,1811,565.0,,0
7,1975,1621.0,1621,478.0,,0
6,1974,1116.0,1116,528.0,,0
5,1975,1176.0,1193,506.0,,0
5,1970,1180.0,1180,477.0,,0
7,1971,1043.0,1050,336.0,,0
6,1970,864.0,864,576.0,,0
7,2006,864.0,864,576.0,,0
5,1973,483.0,987,264.0,,0
6,1972,483.0,987,288.0,,0
5,1976,804.0,1548,440.0,,0
5,1975,1057.0,1055,440.0,,0
5,1977,855.0,1456,440.0,,0
5,1978,804.0,1548,440.0,,0
5,1978,855.0,1456,440.0,,0
6,1976,836.0,836,345.0,,0
7,2004,864.0,1120,656.0,,0
5,2007,1776.0,2772,754.0,,0
5,2009,1365.0,2690,864.0,,0
5,2008,2020.0,2020,896.0,,0
5,2007,2630.0,2674,762.0,,0
5,2008,1736.0,1736,834.0,,0
5,2005,1782.0,1782,932.0,,0
5,2007,1508.0,2520,640.0,,0
5,2008,1739.0,1743,927.0,,0
5,2006,1504.0,1531,700.0,,0
5,2008,1774.0,1808,850.0,,0
5,2004,1760.0,1760,583.0,,0
5,2003,2452.0,2452,886.0,,0
5,2004,1082.0,2400,730.0,,0
5,2006,1598.0,1606,871.0,,0
5,2005,1358.0,1358,484.0,,0
5,2005,1306.0,1306,624.0,,0
5,2008,1350.0,1358,484.0,,0
5,2005,2492.0,2492,949.0,,0
5,2004,2200.0,2200,685.0,,0
5,2009,1884.0,1884,649.0,,0
5,2008,1451.0,1456,539.0,,0
5,2003,1712.0,1712,701.0,,0
5,2003,1405.0,1405,478.0,,0
5,2005,728.0,1456,390.0,,0
5,2006,745.0,1490,392.0,,0
5,2006,1220.0,1220,397.0,,0
5,2005,384.0,1374,400.0,,0
5,2005,868.0,1630,436.0,,0
5,2004,846.0,1594,434.0,,0
5,2003,782.0,1489,400.0,,0
5,2003,698.0,1342,393.0,,0
5,2002,870.0,2004,644.0,,0
5,2004,384.0,1374,400.0,,0
5,2000,794.0,1514,394.0,,0
5,2000,384.0,1430,400.0,,0
5,1999,1177.0,2312,658.0,,0
6,1999,384.0,1430,410.0,,0
5,2000,1455.0,2687,810.0,,0
5,1995,2024.0,2063,815.0,,0
5,1996,1070.0,2061,647.0,,0
5,1994,1173.0,2232,623.0,,0
5,2008,1696.0,1696,972.0,,0
5,2008,1614.0,1658,726.0,,0
5,2007,1702.0,1702,844.0,,0
5,2006,1422.0,1432,492.0,,0
5,2006,2458.0,2490,795.0,,0
5,2009,1436.0,1436,529.0,,0
5,2008,1402.0,1402,625.0,,0
5,2008,1530.0,1530,984.0,,0
5,2007,1372.0,1448,692.0,,0
5,2006,900.0,1795,782.0,,0
5,2009,1836.0,1836,517.0,,0
5,2007,1652.0,1662,711.0,,0
5,2004,1553.0,1553,588.0,,0
5,2003,812.0,1653,628.0,,0
6,2007,1218.0,1218,576.0,,0
5,2006,1141.0,1141,484.0,,0
5,2004,1158.0,1158,0.0,,0
5,2004,835.0,1812,478.0,,0
5,2004,1512.0,1512,845.0,,0
5,2005,1114.0,1114,576.0,,0
5,2004,1114.0,1114,0.0,,0
5,2004,1114.0,1114,576.0,,0
5,2009,1450.0,1450,788.0,,0
5,1997,913.0,2122,559.0,,0
6,1992,816.0,1730,528.0,,0
5,1991,1332.0,1332,542.0,,0
5,1994,754.0,1540,495.0,,0
7,1986,676.0,1400,465.0,,0
7,1981,0.0,1882,612.0,,0
5,1962,980.0,980,400.0,,0
6,1961,864.0,864,732.0,,0
5,1961,864.0,864,440.0,,0
5,1965,1024.0,1020,288.0,,0
8,1995,912.0,912,300.0,,0
6,1962,912.0,912,252.0,,0
8,1980,2014.0,2014,864.0,,0
8,2008,975.0,1755,524.0,,0
5,2005,1376.0,3005,704.0,,0
5,2008,1726.0,1726,561.0,,0
5,2008,1145.0,1256,641.0,,0
5,2000,756.0,1512,440.0,,0
5,1999,691.0,1452,506.0,,0
9,2008,1694.0,1694,642.0,,0
5,1981,1740.0,1740,540.0,,0
5,1976,392.0,2499,527.0,,0
6,1974,752.0,2067,784.0,,0
7,1997,932.0,2640,515.0,,0
5,1969,1288.0,1336,502.0,,0
5,1969,1216.0,1216,336.0,,0
7,1992,908.0,2288,520.0,,0
6,1967,864.0,864,312.0,,0
5,1967,1568.0,1568,440.0,,0
5,1974,1165.0,2061,498.0,,0
5,1971,1232.0,1320,495.0,,0
7,1960,894.0,894,396.0,,0
7,1959,864.0,864,308.0,,0
5,1957,1040.0,1362,768.0,,0
6,1956,1048.0,1728,576.0,,0
6,1995,1313.0,1313,610.0,,0
5,1964,1292.0,1292,520.0,,0
6,1965,744.0,2140,549.0,,0
6,1961,1208.0,1576,368.0,,0
5,1955,960.0,960,330.0,,0
5,1967,1680.0,1691,550.0,,0
6,1961,1453.0,1453,530.0,,0
8,2008,1562.0,1567,542.0,,0
7,1956,1169.0,1144,286.0,,0
6,1960,1329.0,1329,441.0,,0
8,1998,988.0,988,297.0,,0
5,1956,1202.0,1202,304.0,,0
5,1955,1382.0,1382,350.0,,0
5,1956,1200.0,1200,294.0,,0
4,1958,1866.0,1866,495.0,,0
7,1954,1062.0,1062,297.0,,0
5,1951,631.0,1112,480.0,,0
6,1950,793.0,793,240.0,,0
8,2005,1031.0,1031,230.0,,0
5,1953,0.0,1210,616.0,,0
7,1999,699.0,1527,410.0,,0
6,1950,1200.0,1200,246.0,,0
5,1958,792.0,792,366.0,,0
7,2006,676.0,1352,720.0,,0
8,2003,405.0,1039,281.0,,0
7,1950,1054.0,1078,264.0,,0
5,1950,1313.0,2377,528.0,,0
9,2008,560.0,1690,624.0,,0
5,1950,416.0,599,0.0,,0
7,1950,720.0,846,576.0,,0
5,1998,630.0,725,320.0,,0
5,1969,1248.0,2544,907.0,,0
7,1963,1380.0,1380,364.0,,0
4,1967,1040.0,1040,480.0,,0
9,2007,951.0,951,480.0,,0
6,1957,1105.0,1105,308.0,,0
6,1958,160.0,1142,384.0,,0
5,1950,795.0,1133,900.0,,0
6,1958,1041.0,1041,294.0,,0
7,1952,732.0,732,240.0,,0
5,1959,528.0,1183,288.0,,0
7,1996,832.0,1461,384.0,,0
7,1994,864.0,1495,576.0,,0
5,1964,780.0,1806,483.0,,0
7,1978,941.0,941,564.0,,0
6,1963,1045.0,1045,264.0,,0
8,1998,901.0,1378,162.0,,0
5,1950,972.0,1944,324.0,,0
8,2003,240.0,1306,472.0,,0
8,2002,504.0,1464,0.0,,0
6,1950,690.0,1558,400.0,,0
6,1950,600.0,1701,0.0,,0
5,1950,801.0,1447,0.0,,0
7,1970,768.0,1328,308.0,,0
6,1950,861.0,861,288.0,,0
4,1950,0.0,612,308.0,,0
8,1950,624.0,792,287.0,,0
4,1950,677.0,1510,720.0,,0
7,1950,917.0,2007,357.0,,0
7,2007,624.0,1288,280.0,,0
3,1950,624.0,816,0.0,,0
6,1950,972.0,1480,207.0,,0
7,2002,741.0,1521,640.0,,0
3,1950,245.0,797,0.0,,0
6,1950,1022.0,1432,216.0,,0
7,1982,297.0,1654,336.0,,0
5,1950,468.0,1142,320.0,,0
6,1999,960.0,995,264.0,,0
6,1950,952.0,1582,250.0,,0
5,1950,1072.0,1072,1184.0,,0
6,1950,1048.0,1768,576.0,,0
8,1994,672.0,1944,216.0,,0
1,1950,1040.0,2128,0.0,,0
5,1950,720.0,1930,316.0,,0
7,2002,483.0,1427,379.0,,0
5,2000,1020.0,1864,0.0,,0
6,1950,1204.0,1666,384.0,,0
6,1950,858.0,892,0.0,,0
7,1965,698.0,1403,308.0,,0
9,2001,560.0,704,220.0,,0
5,1988,1200.0,1200,0.0,,0
5,1978,1152.0,1152,252.0,,0
3,1950,585.0,1112,226.0,,0
6,1967,1052.0,1052,668.0,,0
5,1978,456.0,1034,504.0,,0
5,1961,552.0,1774,384.0,,0
5,1960,1138.0,1138,480.0,,0
5,1956,825.0,2071,336.0,,0
2,1950,0.0,660,0.0,,0
5,1954,0.0,1383,498.0,,0
5,1956,1073.0,1073,340.0,,0
7,1950,747.0,1639,240.0,,0
6,1954,1089.0,1089,252.0,,0
5,1984,1049.0,1049,266.0,,0
6,1991,1054.0,1061,462.0,,0
5,1983,520.0,1338,576.0,,0
5,1994,1079.0,1879,473.0,,0
7,2007,0.0,2016,576.0,,0
5,1979,0.0,2228,720.0,,0
